model_tag,paper_label,det_ftv_bias_ml_mean,det_ftv_mae_ml_mean,mc_mean_ftv_mae_ml_mean,coverage90_ftv_raw_mean,ftv_conformal_width90_ml_mean,crps_ftv_mean,alive_count_abs_err_mc_mean_mean,swd_mm_mc_mean_mean,high_t3_mc_mean_ftv_mae_ml_mean
v2_sched_samp_baseline,Baseline,-12.506295442557056,12.878218933862833,15.261940008902894,0.7664907651715039,59.51459803718567,8.354038658331318,40.783022757255935,1.320410896602223,42.592190174667465
bio_ftv020_alive005,FTV .020 + alive .005,-1.7340523502458325,5.881089204826843,7.608714231759333,0.8759894459102903,27.948916634989093,5.156204494159763,2.691849439313984,1.20739733271003,29.647904425124203
bio_ftv010_alive000,FTV only,-1.505626845216242,5.994547561057249,7.305523685605937,0.8746701846965699,26.923149448704347,5.145158073161813,7.004911156002638,1.2143383627789202,30.852659454089533
bio_ftv010_alive002,FTV .010 + alive .002,-1.4983617703004477,5.9873080511511,7.525430432199403,0.8825857519788918,29.138244730142745,5.186175190825248,2.703557882585752,1.2053860771385356,29.79437540211811
