bucket,model,n_patients,center_ftv_mae_ml,mc_mean_ftv_mae_ml,coverage90_ftv_raw,coverage90_ftv_conformal,ftv_raw_width90_ml,ftv_conformal_width90_ml,crps_ftv
T0->T3,last_observed,758,4.809439343448678,4.817772722891165,0.8984168865435356,0.899736147757256,18.598609205637253,19.128544601229066,3.758143510070993
T1->T3,last_observed,758,5.657501300425006,5.641309834224639,0.8970976253298153,0.8984168865435356,24.25007099398021,24.98985732349536,4.737608231552795
T2->T3,last_observed,758,4.686863653716918,4.718150929926171,0.8970976253298153,0.9010554089709762,20.583535898944454,21.18066871340188,3.9543075919838295
