bucket,model,n_patients,center_ftv_mae_ml,mc_mean_ftv_mae_ml,coverage90_ftv_raw,coverage90_ftv_conformal,ftv_raw_width90_ml,ftv_conformal_width90_ml,crps_ftv
T0->T3,rbf_kernel_temporal_log,758,11.929687438440872,15.81728745021739,0.895778364116095,0.899736147757256,54.20790509311907,54.99369969939602,10.139956293054954
T0->T3,ridge_temporal_log,758,4.816591561472026,4.892282508276493,0.895778364116095,0.899736147757256,20.11386766329141,21.04468078729119,4.051405653370191
T0->T3,ridge_temporal_raw,758,4.655620683178234,4.699962122941131,0.8905013192612137,0.8984168865435356,18.98234617926553,20.636573210632143,3.840246106513576
T1->T3,rbf_kernel_temporal_log,758,12.267570961076355,16.250673188587133,0.8970976253298153,0.899736147757256,56.64750214290831,57.92610106027818,10.452407628596994
T1->T3,ridge_temporal_log,758,4.873905298411701,4.9265876739433985,0.8931398416886543,0.8984168865435356,19.768098773889346,20.38177680978169,4.094659941185582
T1->T3,ridge_temporal_raw,758,4.784659360916168,4.814165910512518,0.8984168865435356,0.899736147757256,19.150960996057236,19.622163122398884,3.9194896743722474
T2->T3,rbf_kernel_temporal_log,758,12.095665546380703,16.289824302277392,0.899736147757256,0.899736147757256,54.87778721862986,55.151137477665905,10.3457026172193
T2->T3,ridge_temporal_log,758,4.222742930880066,4.266427374252466,0.8970976253298153,0.899736147757256,17.44554796134637,17.85835700044565,3.5404097297551678
T2->T3,ridge_temporal_raw,758,4.51260491625457,4.5383061711911665,0.8970976253298153,0.8984168865435356,17.18389339966204,17.31065377288875,3.7039698546124997
