model_tag,model_label,bucket,n_patients,det_ftv_mae_ml_mean,det_ftv_bias_ml_mean,mc_mean_ftv_mae_ml_mean,mc_mean_ftv_bias_ml_mean,coverage90_ftv_raw_mean,coverage90_ftv_conformal_mean,ftv_raw_width90_ml_mean,ftv_conformal_width90_ml_mean,crps_ftv_mean,alive_count_abs_err_mc_mean_mean,high_t3_mc_mean_ftv_mae_ml_mean,paper_label
v2_sched_samp_baseline,Original graph rollout,T0->T3,758,12.878218933862831,-12.506295442557057,15.261940008902894,6.356515860232198,0.7664907651715039,0.9010554089709762,56.87184068818678,59.51459803718567,8.354038658331318,40.783022757255935,42.592190174667465,Baseline
v2_sched_samp_baseline,Original graph rollout,T1->T3,758,13.171908347853684,-12.743350955347685,14.875411051154453,6.904880361994453,0.7638522427440633,0.9010554089709762,57.93882615620298,60.14370894480905,8.098104932427637,41.311474480540895,37.9413365842454,Baseline
v2_sched_samp_baseline,Original graph rollout,T2->T3,758,13.046735431597394,-12.754704223619814,13.802116891868737,7.023957571835267,0.7757255936675461,0.9010554089709762,57.90978281932022,60.24950412542999,7.48972825984209,41.641274323878626,31.780889198952842,Baseline
hybrid_a50_bio_k8,Hybrid-Edge k=8,T0->T3,758,4.628973456505415,-1.1453604075303319,5.564438118856992,1.4193430679076005,0.8773087071240105,0.9010554089709762,19.205547376376046,22.37626217460157,3.997603355081031,2.7378792875989446,19.88915521067117,Retained
hybrid_a50_bio_k8,Hybrid-Edge k=8,T1->T3,758,4.857391373935336,-1.5265698055150079,5.904416062107043,2.2537630446180863,0.8654353562005277,0.9010554089709762,20.209778416606458,25.60607172188301,4.184661091587692,2.5899983509234827,19.947278171118274,Retained
hybrid_a50_bio_k8,Hybrid-Edge k=8,T2->T3,758,4.571684475165195,-1.7492830728870872,5.67527320225229,2.561725841736653,0.8601583113456465,0.9010554089709762,19.606363315331585,24.4510508561779,3.943698060603129,2.637409300791557,17.928308380870742,Retained
